x,y,z,x_c,y_c,z_c,altG,lonG,latG,dop,hdop,altP
-777,0,-1275,-758,13,-1338,0,0,0,0,0,220790,
-768,7,-1309,-758,13,-1338,0,0,0,0,0,220536,
-777,15,-1327,-758,13,-1338,0,0,0,0,0,220536,
-765,3,-1297,-757,13,-1338,0,0,0,0,0,220536,
-768,15,-1333,-757,12,-1338,0,0,0,0,0,221046,
-763,31,-1392,-758,12,-1338,0,0,0,0,0,220536,
-746,7,-1325,-757,12,-1337,0,0,0,0,0,220790,
-776,27,-1375,-758,12,-1337,0,0,0,0,0,221301,
-755,15,-1349,-758,13,-1337,0,0,0,0,0,221046,
-768,-11,-1245,-758,13,-1337,0,0,0,0,0,221301,
-760,23,-1370,-758,13,-1337,0,0,0,0,0,221046,
-757,0,-1296,-758,13,-1337,0,0,0,0,0,220536,
-766,7,-1312,-758,13,-1337,0,0,0,0,0,221556,
-774,-3,-1264,-758,13,-1337,0,0,0,0,0,221046,
-746,11,-1337,-758,13,-1337,0,0,0,0,0,221301,
-774,11,-1319,-757,13,-1337,0,0,0,0,0,221046,
-760,19,-1358,-758,13,-1337,0,0,0,0,0,221556,
-751,11,-1334,-757,13,-1337,0,0,0,0,0,221046,
-760,3,-1302,-757,13,-1337,0,0,0,0,0,221556,
-754,19,-1358,-757,13,-1337,0,0,0,0,0,221556,
-774,11,-1318,-756,13,-1337,0,0,0,0,0,221046,
-751,7,-1324,-757,13,-1337,0,0,0,0,0,221811,
-757,19,-1359,-757,13,-1337,0,0,0,0,0,221556,
-757,11,-1335,-757,13,-1337,0,0,0,0,0,222066,
-763,11,-1330,-757,13,-1337,0,0,0,0,0,221556,
-760,11,-1334,-758,13,-1337,0,0,0,0,0,221556,
-749,15,-1352,-758,13,-1337,0,0,0,0,0,221556,
-757,3,-1305,-758,13,-1337,0,0,0,0,0,222066,
-760,15,-1345,-758,13,-1337,0,0,0,0,0,221811,
-760,11,-1330,-757,12,-1337,0,0,0,0,0,221556,
-757,31,-1400,-757,12,-1337,0,0,0,0,0,222066,
-765,0,-1286,-757,13,-1337,0,0,0,0,0,221556,
-760,7,-1315,-757,12,-1337,0,0,0,0,0,222066,
-749,19,-1361,-756,12,-1337,0,0,0,0,0,221556,
-749,19,-1363,-756,13,-1337,0,0,0,0,0,222066,
-757,7,-1318,-756,13,-1337,0,0,0,0,0,222662,
-771,11,-1319,-757,13,-1337,0,0,0,0,0,222662,
-754,15,-1345,-757,13,-1337,0,0,0,0,0,222066,
-757,7,-1319,-756,13,-1337,0,0,0,0,0,222662,
-760,3,-1302,-756,13,-1337,0,0,0,0,0,222322,
-757,11,-1332,-756,12,-1337,0,0,0,0,0,222662,
-757,3,-1306,-757,12,-1337,0,0,0,0,0,222662,
-765,7,-1314,-757,12,-1337,0,0,0,0,0,222066,
-763,19,-1356,-756,13,-1337,0,0,0,0,0,222066,
-766,-3,-1275,-756,13,-1337,0,0,0,0,0,221811,
-757,11,-1332,-757,13,-1337,0,0,0,0,0,222066,
-752,11,-1336,-757,13,-1338,0,0,0,0,0,222322,
-765,11,-1325,-757,13,-1338,0,0,0,0,0,222066,
-746,15,-1355,-758,13,-1338,0,0,0,0,0,222066,
-768,3,-1299,-757,13,-1338,0,0,0,0,0,222322,
-760,15,-1344,-758,13,-1338,0,0,0,0,0,221556,
-768,15,-1336,-757,12,-1338,0,0,0,0,0,222066,
-746,11,-1343,-757,13,-1337,0,0,0,0,0,222066,
-774,3,-1294,-758,13,-1337,0,0,0,0,0,222066,
-763,3,-1302,-757,13,-1337,0,0,0,0,0,222662,
-771,19,-1348,-758,12,-1338,0,0,0,0,0,222066,
-768,-11,-1244,-758,13,-1337,0,0,0,0,0,222066,
-760,0,-1290,-759,13,-1337,0,0,0,0,0,223172,
-751,19,-1356,-758,13,-1337,0,0,0,0,0,221811,
-751,15,-1348,-758,13,-1337,0,0,0,0,0,222662,
-760,11,-1325,-758,13,-1337,0,0,0,0,0,221811,
-771,7,-1308,-758,13,-1337,0,0,0,0,0,222662,
-760,19,-1354,-758,13,-1337,0,0,0,0,0,222066,
-757,19,-1355,-758,13,-1337,0,0,0,0,0,222322,
-751,23,-1376,-758,13,-1337,0,0,0,0,0,222322,
-751,19,-1363,-758,13,-1337,0,0,0,0,0,222322,
-765,11,-1326,-758,13,-1337,0,0,0,0,0,222662,
-760,23,-1372,-758,13,-1337,0,0,0,0,0,222662,
-765,11,-1328,-757,12,-1337,0,0,0,0,0,222322,
-768,3,-1299,-756,13,-1337,0,0,0,0,0,222662,
-763,15,-1342,-756,12,-1338,0,0,0,0,0,222662,
-760,15,-1343,-757,13,-1337,0,0,0,0,0,222662,
-746,7,-1323,-755,12,-1337,0,0,0,0,0,223172,
-785,11,-1305,-755,12,-1337,0,0,0,0,0,222662,
-737,7,-1335,-756,13,-1337,0,0,0,0,0,222322,
-752,7,-1323,-755,13,-1337,0,0,0,0,0,222662,
-751,7,-1324,-755,13,-1337,0,0,0,0,0,222662,
-757,7,-1319,-756,12,-1337,0,0,0,0,0,222662,
-757,15,-1345,-756,13,-1337,0,0,0,0,0,222662,
-765,7,-1314,-756,13,-1338,0,0,0,0,0,222917,
-754,11,-1334,-756,13,-1338,0,0,0,0,0,222322,
-757,15,-1347,-757,13,-1338,0,0,0,0,0,223172,
-749,23,-1376,-757,14,-1338,0,0,0,0,0,223172,
-746,11,-1340,-757,13,-1338,0,0,0,0,0,222662,
-751,7,-1326,-757,13,-1338,0,0,0,0,0,222917,
-752,23,-1374,-757,13,-1338,0,0,0,0,0,222917,
-749,7,-1328,-757,13,-1338,0,0,0,0,0,222322,
-760,11,-1332,-757,12,-1338,0,0,0,0,0,223172,
-766,3,-1298,-758,13,-1338,0,0,0,0,0,222662,
-751,27,-1386,-758,13,-1338,0,0,0,0,0,222917,
-748,15,-1351,-757,13,-1338,0,0,0,0,0,223427,
-763,19,-1352,-757,13,-1338,0,0,0,0,0,222662,
-774,11,-1317,-758,13,-1338,0,0,0,0,0,222917,
-757,15,-1345,-757,13,-1338,0,0,0,0,0,223172,
-749,7,-1324,-756,13,-1338,0,0,0,0,0,223172,
-757,7,-1315,-757,13,-1338,0,0,0,0,0,223172,
-760,19,-1354,-758,13,-1338,0,0,0,0,0,223682,
-763,-7,-1265,-757,12,-1338,0,0,0,0,0,222917,
-760,23,-1369,-757,12,-1338,0,0,0,0,0,222917,
-757,7,-1319,-756,12,-1338,0,0,0,0,0,222917,
-763,3,-1302,-756,13,-1338,0,0,0,0,0,222662,
-757,19,-1356,-756,13,-1338,0,0,0,0,0,223172,
-759,7,-1320,-757,13,-1338,0,0,0,0,0,222662,
-760,7,-1319,-757,13,-1338,0,0,0,0,0,223172,
-766,11,-1326,-756,13,-1338,0,0,0,0,0,223172,
-749,15,-1350,-756,13,-1338,0,0,0,0,0,223938,
-757,19,-1355,-756,14,-1338,0,0,0,0,0,222662,
-746,19,-1366,-756,14,-1338,0,0,0,0,0,223427,
-763,15,-1344,-756,13,-1338,0,0,0,0,0,223427,
-765,15,-1341,-756,13,-1338,0,0,0,0,0,223427,
-749,0,-1298,-757,13,-1338,0,0,0,0,0,223172,
-760,3,-1303,-757,13,-1338,0,0,0,0,0,223682,
-765,11,-1324,-756,13,-1338,0,0,0,0,0,223682,
-749,0,-1300,-756,13,-1338,0,0,0,0,0,223682,
-766,3,-1294,-756,12,-1338,0,0,0,0,0,223682,
-768,15,-1335,-755,12,-1338,0,0,0,0,0,223682,
-763,19,-1352,-755,12,-1338,0,0,0,0,0,223682,
-771,31,-1394,-756,13,-1338,0,0,0,0,0,223682,
-799,11,-1293,-757,13,-1338,0,0,0,0,0,223682,
-722,3,-1337,-756,13,-1338,0,0,0,0,0,223682,
-754,15,-1351,-757,13,-1338,0,0,0,0,0,223427,
-766,7,-1312,-757,13,-1338,0,0,0,0,0,223682,
-751,19,-1365,-757,12,-1338,0,0,0,0,0,224193,
-765,11,-1326,-757,12,-1338,0,0,0,0,0,224193,
-768,15,-1337,-757,13,-1338,0,0,0,0,0,224873,
-754,11,-1335,-757,13,-1338,0,0,0,0,0,224873,
-768,11,-1321,-758,13,-1338,0,0,0,0,0,224618,
-757,3,-1307,-758,13,-1338,0,0,0,0,0,225129,
-746,19,-1364,-759,14,-1338,0,0,0,0,0,225129,
-760,7,-1312,-758,13,-1338,0,0,0,0,0,225894,
-752,19,-1359,-758,13,-1338,0,0,0,0,0,225129,
-749,15,-1351,-758,13,-1338,0,0,0,0,0,225384,
-757,15,-1345,-759,13,-1338,0,0,0,0,0,225639,
-754,19,-1360,-759,13,-1338,0,0,0,0,0,224873,
-762,7,-1315,-759,13,-1338,0,0,0,0,0,225639,
-763,7,-1315,-759,12,-1338,0,0,0,0,0,225639,
-768,19,-1349,-758,13,-1338,0,0,0,0,0,224873,
-760,7,-1318,-758,13,-1338,0,0,0,0,0,225384,
-755,19,-1361,-758,13,-1338,0,0,0,0,0,224618,
-755,3,-1310,-758,12,-1338,0,0,0,0,0,225384,
-746,19,-1365,-757,12,-1338,0,0,0,0,0,225639,
-754,0,-1298,-757,12,-1338,0,0,0,0,0,225639,
-757,15,-1345,-758,13,-1338,0,0,0,0,0,225129,
-765,11,-1326,-757,13,-1338,0,0,0,0,0,225639,
-760,3,-1304,-756,13,-1337,0,0,0,0,0,225639,
-748,11,-1340,-757,13,-1337,0,0,0,0,0,226150,
-752,19,-1362,-756,13,-1338,0,0,0,0,0,225384,
-751,0,-1297,-757,13,-1338,0,0,0,0,0,225894,
-754,11,-1332,-758,13,-1338,0,0,0,0,0,225129,
-771,11,-1322,-759,14,-1338,0,0,0,0,0,224873,
-752,7,-1321,-758,13,-1338,0,0,0,0,0,225384,
-760,19,-1356,-757,13,-1338,0,0,0,0,0,226745,
-754,0,-1296,-756,13,-1338,0,0,0,0,0,225894,
-749,19,-1365,-756,12,-1338,0,0,0,0,0,225894,
-771,15,-1332,-757,13,-1338,0,0,0,0,0,225384,
-766,11,-1329,-757,13,-1338,0,0,0,0,0,225639,
-763,19,-1357,-758,13,-1338,0,0,0,0,0,225639,
-765,19,-1352,-759,12,-1338,0,0,0,0,0,226150,
-757,23,-1373,-759,12,-1338,0,0,0,0,0,225894,
-776,23,-1360,-759,13,-1338,0,0,0,0,0,225894,
-762,23,-1367,-759,13,-1338,0,0,0,0,0,225639,
-730,-11,-1281,-758,13,-1338,0,0,0,0,0,225639,
-771,11,-1321,-758,12,-1338,0,0,0,0,0,225384,
-763,0,-1286,-758,12,-1338,0,0,0,0,0,225639,
-760,11,-1329,-759,13,-1338,0,0,0,0,0,225894,
-763,31,-1391,-758,13,-1338,0,0,0,0,0,225894,
-768,7,-1309,-757,13,-1338,0,0,0,0,0,226150,
-754,-3,-1281,-757,13,-1338,0,0,0,0,0,225894,
-737,23,-1384,-758,13,-1338,0,0,0,0,0,225639,
-774,7,-1304,-758,13,-1338,0,0,0,0,0,226150,
-762,7,-1318,-757,13,-1338,0,0,0,0,0,226150,
-748,19,-1364,-758,13,-1338,0,0,0,0,0,226150,
-746,19,-1364,-757,13,-1338,0,0,0,0,0,226150,
-768,11,-1327,-757,13,-1338,0,0,0,0,0,225894,
-768,0,-1283,-757,13,-1338,0,0,0,0,0,225639,
-752,19,-1362,-757,13,-1338,0,0,0,0,0,225894,
-752,3,-1313,-757,13,-1338,0,0,0,0,0,225639,
-771,11,-1319,-757,13,-1338,0,0,0,0,0,225894,
-766,19,-1349,-756,13,-1338,0,0,0,0,0,225639,
-754,15,-1345,-757,13,-1338,0,0,0,0,0,226150,
-743,15,-1356,-757,13,-1338,0,0,0,0,0,226745,
-755,11,-1333,-756,13,-1338,0,0,0,0,0,226150,
-763,7,-1317,-757,13,-1338,0,0,0,0,0,226405,
-757,15,-1343,-756,13,-1338,0,0,0,0,0,225894,
-768,15,-1332,-757,13,-1338,0,0,0,0,0,226150,
-768,15,-1333,-757,13,-1338,0,0,0,0,0,226745,
-765,3,-1299,-757,14,-1338,0,0,0,0,0,226405,
-754,11,-1334,-757,13,-1338,0,0,0,0,0,226150,
-754,15,-1346,-756,14,-1338,0,0,0,0,0,226150,
-768,11,-1324,-757,13,-1338,0,0,0,0,0,226745,
-763,23,-1370,-756,13,-1338,0,0,0,0,0,226745,
-746,19,-1369,-756,13,-1338,0,0,0,0,0,226150,
-760,15,-1345,-756,13,-1338,0,0,0,0,0,225639,
-754,19,-1365,-756,13,-1338,0,0,0,0,0,226150,
-754,3,-1310,-756,12,-1338,0,0,0,0,0,226150,
-740,15,-1360,-755,13,-1338,0,0,0,0,0,226150,
-754,3,-1309,-756,13,-1338,0,0,0,0,0,226745,
-760,-7,-1266,-755,12,-1338,0,0,0,0,0,226150,
-754,11,-1336,-755,13,-1338,0,0,0,0,0,226150,
-754,7,-1322,-755,12,-1338,0,0,0,0,0,226150,
-762,3,-1302,-754,11,-1338,0,0,0,0,0,226150,
-749,15,-1349,-754,12,-1338,0,0,0,0,0,226405,
-752,7,-1322,-755,12,-1338,0,0,0,0,0,226150,
-763,3,-1299,-756,12,-1338,0,0,0,0,0,227256,
-757,23,-1368,-756,13,-1338,0,0,0,0,0,226405,
-763,15,-1339,-755,12,-1338,0,0,0,0,0,226150,
-793,19,-1327,-756,13,-1338,0,0,0,0,0,226150,
-754,35,-1414,-755,13,-1338,0,0,0,0,0,226150,
-779,31,-1386,-755,12,-1338,0,0,0,0,0,225894,
-751,19,-1362,-756,13,-1338,0,0,0,0,0,225639,
-765,15,-1339,-755,13,-1338,0,0,0,0,0,225639,
-754,31,-1402,-754,13,-1338,0,0,0,0,0,225894,
-754,19,-1363,-754,12,-1338,0,0,0,0,0,225384,
-766,3,-1298,-754,12,-1338,0,0,0,0,0,225639,
-748,15,-1351,-754,12,-1338,0,0,0,0,0,226150,
-768,3,-1297,-754,12,-1338,0,0,0,0,0,226150,
-754,7,-1319,-754,12,-1338,0,0,0,0,0,226745,
-757,19,-1356,-755,13,-1338,0,0,0,0,0,226150,
-768,19,-1350,-755,13,-1338,0,0,0,0,0,225894,
-760,15,-1341,-755,13,-1338,0,0,0,0,0,225639,
-752,7,-1319,-756,13,-1338,0,0,0,0,0,225894,
-754,-7,-1269,-756,13,-1338,0,0,0,0,0,225639,
-754,7,-1320,-755,13,-1338,0,0,0,0,0,226150,
-754,19,-1363,-755,12,-1338,0,0,0,0,0,226150,
-774,7,-1304,-755,12,-1338,0,0,0,0,0,226745,
-755,23,-1376,-756,13,-1338,0,0,0,0,0,226405,
-763,11,-1335,-755,12,-1338,0,0,0,0,0,227001,
-754,3,-1310,-755,12,-1338,0,0,0,0,0,227001,
-763,11,-1329,-756,12,-1338,0,0,0,0,0,226745,
-768,15,-1335,-756,13,-1338,0,0,0,0,0,226405,
-752,15,-1352,-756,13,-1338,0,0,0,0,0,226745,
-754,23,-1371,-756,13,-1338,0,0,0,0,0,226405,
-760,7,-1316,-755,12,-1338,0,0,0,0,0,226405,
-757,23,-1372,-755,12,-1338,0,0,0,0,0,226405,
-760,19,-1356,-755,12,-1338,0,0,0,0,0,226150,
-762,19,-1356,-756,13,-1338,0,0,0,0,0,227256,
-746,11,-1341,-756,13,-1338,0,0,0,0,0,226745,
-760,7,-1317,-756,12,-1338,0,0,0,0,0,226745,
-752,3,-1311,-757,12,-1338,0,0,0,0,0,226150,
-765,7,-1314,-757,12,-1338,0,0,0,0,0,226405,
-768,15,-1338,-758,12,-1338,0,0,0,0,0,226150,
-763,15,-1340,-757,13,-1338,0,0,0,0,0,226745,
-754,15,-1350,-757,12,-1338,0,0,0,0,0,226150,
-768,27,-1380,-757,13,-1338,0,0,0,0,0,227001,
-751,19,-1363,-757,12,-1338,0,0,0,0,0,226405,
-757,15,-1345,-757,12,-1338,0,0,0,0,0,226745,
-765,3,-1302,-757,13,-1338,0,0,0,0,0,226745,
-757,-3,-1281,-757,12,-1338,0,0,0,0,0,226745,
-765,19,-1354,-756,13,-1338,0,0,0,0,0,227001,
-774,19,-1351,-755,13,-1338,0,0,0,0,0,226405,
-785,35,-1395,-755,13,-1338,0,0,0,0,0,226745,
-729,3,-1327,-756,13,-1338,0,0,0,0,0,226405,
-768,11,-1320,-756,13,-1338,0,0,0,0,0,227001,
-763,27,-1381,-757,13,-1338,0,0,0,0,0,226745,
-760,11,-1329,-757,12,-1338,0,0,0,0,0,226745,
-757,19,-1357,-756,13,-1338,0,0,0,0,0,226150,
-760,15,-1344,-755,12,-1338,0,0,0,0,0,226745,
-757,15,-1348,-756,13,-1338,0,0,0,0,0,226745,
-763,15,-1342,-756,12,-1338,0,0,0,0,0,225639,
-760,3,-1307,-757,12,-1338,0,0,0,0,0,226745,
-746,15,-1352,-757,12,-1338,0,0,0,0,0,227001,
-748,11,-1340,-757,13,-1337,0,0,0,0,0,226745,
-760,19,-1360,-757,13,-1338,0,0,0,0,0,226405,
-760,3,-1303,-756,13,-1338,0,0,0,0,0,226405,
-757,7,-1319,-757,13,-1338,0,0,0,0,0,226745,
-751,11,-1337,-757,13,-1338,0,0,0,0,0,226745,
-740,11,-1343,-758,13,-1338,0,0,0,0,0,227256,
-751,15,-1350,-758,13,-1338,0,0,0,0,0,227256,
-763,19,-1354,-758,13,-1338,0,0,0,0,0,225894,
-752,15,-1351,-759,13,-1338,0,0,0,0,0,226150,
-751,15,-1350,-758,13,-1338,0,0,0,0,0,226150,
-757,23,-1370,-759,13,-1338,0,0,0,0,0,225894,
-763,15,-1341,-758,13,-1338,0,0,0,0,0,225639,
-762,15,-1339,-758,13,-1338,0,0,0,0,0,225384,
-768,27,-1375,-757,14,-1338,0,0,0,0,0,226150,
-762,15,-1341,-758,13,-1338,0,0,0,0,0,226150,
-763,15,-1340,-757,13,-1337,0,0,0,0,0,225894,
-771,7,-1306,-756,13,-1337,0,0,0,0,0,225639,
-757,11,-1332,-756,12,-1337,0,0,0,0,0,225639,
-751,19,-1362,-757,13,-1337,0,0,0,0,0,226745,
-746,19,-1368,-756,13,-1337,0,0,0,0,0,225384,
-765,3,-1300,-756,13,-1338,0,0,0,0,0,225129,
-757,15,-1347,-756,13,-1338,0,0,0,0,0,224618,
-752,15,-1353,-755,12,-1338,0,0,0,0,0,225384,
-760,19,-1357,-755,12,-1338,0,0,0,0,0,225639,
-743,3,-1320,-756,12,-1337,0,0,0,0,0,225639,
-757,7,-1320,-756,12,-1338,0,0,0,0,0,225639,
-746,19,-1363,-757,12,-1338,0,0,0,0,0,225129,
-752,3,-1310,-757,13,-1337,0,0,0,0,0,225639,
-749,3,-1313,-757,12,-1337,0,0,0,0,0,225384,
-779,15,-1327,-757,12,-1337,0,0,0,0,0,225129,
-765,23,-1366,-757,12,-1337,0,0,0,0,0,225639,
-791,35,-1391,-757,13,-1337,0,0,0,0,0,225129,
-768,15,-1340,-756,13,-1337,0,0,0,0,0,225384,
-760,0,-1291,-756,12,-1337,0,0,0,0,0,225639,
-743,11,-1343,-755,12,-1337,0,0,0,0,0,225384,
-763,23,-1373,-756,12,-1337,0,0,0,0,0,224873,
-749,11,-1343,-756,12,-1338,0,0,0,0,0,225129,
-765,3,-1300,-756,12,-1337,0,0,0,0,0,225639,
-763,15,-1344,-755,13,-1337,0,0,0,0,0,224618,
-757,-3,-1279,-755,14,-1337,0,0,0,0,0,225129,
-755,3,-1308,-756,13,-1337,0,0,0,0,0,225129,
-765,23,-1364,-755,12,-1337,0,0,0,0,0,224873,
-771,7,-1303,-756,12,-1337,0,0,0,0,0,225129,
-748,0,-1299,-756,13,-1337,0,0,0,0,0,225129,
-760,7,-1314,-756,13,-1337,0,0,0,0,0,224618,
-757,11,-1331,-755,13,-1337,0,0,0,0,0,224873,
-740,7,-1332,-755,13,-1338,0,0,0,0,0,225129,
-768,15,-1334,-755,13,-1338,0,0,0,0,0,224873,
-749,19,-1363,-755,13,-1338,0,0,0,0,0,225129,
-748,15,-1351,-755,12,-1338,0,0,0,0,0,225129,
-760,15,-1346,-755,12,-1338,0,0,0,0,0,225129,
-766,3,-1299,-755,12,-1338,0,0,0,0,0,224873,
-754,19,-1364,-755,12,-1338,0,0,0,0,0,225384,
-757,11,-1334,-756,12,-1338,0,0,0,0,0,224873,
-751,23,-1377,-756,12,-1338,0,0,0,0,0,225384,
-760,19,-1356,-755,13,-1338,0,0,0,0,0,225639,
-763,7,-1316,-755,13,-1338,0,0,0,0,0,225384,
-765,11,-1329,-756,13,-1338,0,0,0,0,0,224873,
-752,7,-1327,-756,13,-1338,0,0,0,0,0,225384,
-759,23,-1373,-756,13,-1338,0,0,0,0,0,224873,
-766,7,-1312,-757,13,-1338,0,0,0,0,0,224448,
-776,19,-1347,-757,13,-1338,0,0,0,0,0,224873,
-766,11,-1326,-757,12,-1338,0,0,0,0,0,226150,
-760,19,-1354,-757,12,-1338,0,0,0,0,0,225384,
-748,0,-1302,-757,13,-1338,0,0,0,0,0,225639,
-763,27,-1377,-757,13,-1338,0,0,0,0,0,225639,
-765,15,-1338,-756,13,-1338,0,0,0,0,0,225129,
-765,0,-1286,-756,12,-1338,0,0,0,0,0,225129,
-754,27,-1386,-756,12,-1338,0,0,0,0,0,225129,
-746,19,-1362,-756,12,-1338,0,0,0,0,0,225129,
-746,7,-1328,-756,12,-1338,0,0,0,0,0,225129,
-763,15,-1343,-757,13,-1338,0,0,0,0,0,225894,
-771,0,-1280,-757,13,-1338,0,0,0,0,0,225639,
-766,7,-1310,-757,12,-1338,0,0,0,0,0,225639,
-757,0,-1298,-757,12,-1338,0,0,0,0,0,226150,
-754,11,-1338,-757,13,-1338,0,0,0,0,0,226150,
-768,19,-1356,-757,12,-1338,0,0,0,0,0,225894,
-768,-7,-1257,-756,12,-1338,0,0,0,0,0,226405,
-771,27,-1375,-756,12,-1337,0,0,0,0,0,226150,
-782,-19,-1201,-758,13,-1337,0,0,0,0,0,225129,
-762,23,-1368,-757,13,-1337,0,0,0,0,0,226150,
-757,7,-1319,-758,13,-1337,0,0,0,0,0,225384,
-766,11,-1325,-758,13,-1337,0,0,0,0,0,226150,
-760,11,-1331,-757,12,-1338,0,0,0,0,0,225894,
-759,11,-1328,-756,13,-1337,0,0,0,0,0,225894,
-757,19,-1357,-757,13,-1338,0,0,0,0,0,225129,
-763,11,-1329,-757,13,-1338,0,0,0,0,0,226150,
-763,-3,-1276,-757,13,-1338,0,0,0,0,0,225384,
-746,19,-1369,-757,12,-1338,0,0,0,0,0,225384,
-749,11,-1339,-757,13,-1338,0,0,0,0,0,225894,
-749,3,-1316,-757,13,-1338,0,0,0,0,0,225129,
-771,7,-1308,-757,13,-1337,0,0,0,0,0,225384,
-757,15,-1349,-757,13,-1337,0,0,0,0,0,225894,
-735,11,-1348,-757,12,-1337,0,0,0,0,0,226150,
-751,3,-1312,-757,12,-1337,0,0,0,0,0,224873,
-757,15,-1347,-757,13,-1337,0,0,0,0,0,225129,
-757,11,-1333,-757,13,-1337,0,0,0,0,0,225129,
-757,15,-1347,-757,13,-1338,0,0,0,0,0,225639,
-754,11,-1333,-757,13,-1338,0,0,0,0,0,225384,
-755,11,-1329,-757,13,-1338,0,0,0,0,0,224873,
-760,11,-1331,-757,13,-1338,0,0,0,0,0,225894,
-762,19,-1355,-758,13,-1338,0,0,0,0,0,225129,
-763,11,-1325,-756,13,-1338,0,0,0,0,0,225639,
-771,15,-1334,-756,13,-1338,0,0,0,0,0,225639,
-765,15,-1342,-756,12,-1338,0,0,0,0,0,225129,
-760,27,-1384,-756,12,-1338,0,0,0,0,0,225639,
-763,11,-1330,-756,12,-1338,0,0,0,0,0,225639,
-763,3,-1303,-757,12,-1338,0,0,0,0,0,225639,
-777,15,-1329,-757,13,-1338,0,0,0,0,0,225894,
-766,15,-1340,-757,14,-1338,0,0,0,0,0,224873,
-757,7,-1321,-756,14,-1338,0,0,0,0,0,225129,
-760,3,-1302,-757,13,-1338,0,0,0,0,0,225639,
-760,15,-1347,-757,13,-1338,0,0,0,0,0,224873,
-749,7,-1327,-757,13,-1338,0,0,0,0,0,225384,
-751,-3,-1286,-757,12,-1338,0,0,0,0,0,225129,
-774,11,-1318,-758,12,-1338,0,0,0,0,0,225129,
-752,15,-1349,-758,12,-1338,0,0,0,0,0,225384,
-754,15,-1345,-757,12,-1338,0,0,0,0,0,225384,
-768,19,-1350,-758,12,-1338,0,0,0,0,0,225129,
-746,15,-1351,-757,13,-1338,0,0,0,0,0,225129,
-766,19,-1350,-757,13,-1338,0,0,0,0,0,225129,
-774,19,-1344,-757,13,-1337,0,0,0,0,0,225384,
-774,34,-1400,-758,13,-1337,0,0,0,0,0,225639,
-733,-15,-1267,-758,13,-1337,0,0,0,0,0,225639,
-754,19,-1362,-758,13,-1337,0,0,0,0,0,224873,
-735,3,-1325,-757,13,-1337,0,0,0,0,0,225129,
-746,19,-1366,-757,13,-1337,0,0,0,0,0,224873,
-776,7,-1302,-757,13,-1337,0,0,0,0,0,225384,
-743,15,-1356,-757,13,-1337,0,0,0,0,0,225129,
-763,3,-1304,-758,13,-1337,0,0,0,0,0,224873,
-763,3,-1302,-758,13,-1337,0,0,0,0,0,225384,
-757,3,-1304,-757,13,-1337,0,0,0,0,0,225129,
-752,11,-1335,-757,13,-1337,0,0,0,0,0,225129,
-752,7,-1322,-757,13,-1337,0,0,0,0,0,225129,
-752,19,-1362,-757,13,-1337,0,0,0,0,0,225639,
-760,7,-1315,-757,13,-1337,0,0,0,0,0,225129,
-752,11,-1335,-759,14,-1337,0,0,0,0,0,225639,
-754,27,-1387,-759,14,-1337,0,0,0,0,0,225639,
-760,11,-1327,-758,13,-1337,0,0,0,0,0,225129,
-749,0,-1301,-758,13,-1337,0,0,0,0,0,225384,
-763,7,-1313,-758,13,-1337,0,0,0,0,0,224873,
-751,27,-1390,-758,13,-1337,0,0,0,0,0,225129,
-771,7,-1306,-757,13,-1337,0,0,0,0,0,224873,
-760,7,-1317,-758,12,-1337,0,0,0,0,0,225129,
-768,19,-1354,-758,13,-1337,0,0,0,0,0,224618,
-765,19,-1355,-758,13,-1337,0,0,0,0,0,224448,
-760,3,-1306,-757,13,-1337,0,0,0,0,0,225129,
-746,15,-1352,-757,13,-1337,0,0,0,0,0,225129,
-757,11,-1334,-756,13,-1337,0,0,0,0,0,225129,
-774,3,-1290,-756,13,-1337,0,0,0,0,0,224618,
-760,11,-1328,-756,13,-1337,0,0,0,0,0,225639,
-749,15,-1351,-756,13,-1337,0,0,0,0,0,224618,
-768,7,-1312,-757,13,-1337,0,0,0,0,0,224448,
-763,7,-1315,-757,12,-1337,0,0,0,0,0,224618,
-777,7,-1301,-758,12,-1337,0,0,0,0,0,224618,
-760,11,-1330,-757,12,-1337,0,0,0,0,0,224448,
-763,19,-1352,-757,12,-1337,0,0,0,0,0,224873,
-757,0,-1289,-758,12,-1337,0,0,0,0,0,224873,
-746,15,-1354,-758,12,-1337,0,0,0,0,0,224873,
-757,23,-1371,-757,12,-1337,0,0,0,0,0,224873,
-743,15,-1355,-757,13,-1337,0,0,0,0,0,224193,
-757,11,-1334,-757,13,-1337,0,0,0,0,0,223427,
-757,15,-1347,-758,13,-1337,0,0,0,0,0,224193,
-771,19,-1347,-757,13,-1337,0,0,0,0,0,225129,
-760,3,-1305,-758,13,-1337,0,0,0,0,0,224618,
-768,15,-1339,-758,13,-1337,0,0,0,0,0,224618,
-768,15,-1339,-758,13,-1337,0,0,0,0,0,223682,
-752,7,-1325,-758,13,-1337,0,0,0,0,0,224618,
-760,15,-1342,-758,13,-1337,0,0,0,0,0,224448,
-763,15,-1337,-758,13,-1337,0,0,0,0,0,224193,
-727,19,-1372,-757,13,-1337,0,0,0,0,0,224448,
-762,15,-1341,-757,13,-1337,0,0,0,0,0,224193,
-749,15,-1346,-757,13,-1337,0,0,0,0,0,223938,
-757,15,-1344,-757,13,-1337,0,0,0,0,0,223682,
